              Y_h1             Y_he4             Y_c12             Y_c13             Y_n13             Y_n14             Y_n15             Y_o14             Y_o15             E_nuc              Time
     7.11759660329591E-01     2.71076488295146E-01     3.22176293846316E-12     3.37687583582921E-21     2.62575333081289E-12     3.53554756351987E-12     2.10846356663181E-16     8.81734770568989E-05     1.52367513559826E-04     2.40728702566916E+16     9.40000000000000E+02
     7.11725032934320E-01     2.71085145144232E-01     3.22191969384020E-12     3.37720444117679E-21     2.62588108724929E-12     3.53571956312197E-12     2.10856615425470E-16     8.81734767186229E-05     1.52367513897646E-04     2.43092123459719E+16     9.50000000000000E+02
     7.11690405539035E-01     2.71093801993014E-01     3.22207648118415E-12     3.37753311107312E-21     2.62600886973888E-12     3.53589154776824E-12     2.10866876279814E-16     8.81734755483808E-05     1.52367515067431E-04     2.45455544264470E+16     9.60000000000000E+02
     7.11655778144025E-01     2.71102458841232E-01     3.22223331524056E-12     3.37786186079691E-21     2.62613669029937E-12     3.53606348949885E-12     2.10877140191228E-16     8.81734728408400E-05     1.52367517774516E-04     2.47818964989148E+16     9.70000000000000E+02
     7.11621150748554E-01     2.71111115689555E-01     3.22239015849903E-12     3.37819065220943E-21     2.62626451835958E-12     3.53623545946275E-12     2.10887404704864E-16     8.81734704222844E-05     1.52367520192614E-04     2.50182385614729E+16     9.80000000000000E+02
     7.11586523350950E-01     2.71119772539502E-01     3.22254692570928E-12     3.37851939837094E-21     2.62639228444010E-12     3.53640761935250E-12     2.10897664241571E-16     8.81734724318268E-05     1.52367518182615E-04     2.52545806097519E+16     9.90000000000000E+02
     7.11551895953086E-01     2.71128429389377E-01     3.22270371250249E-12     3.37884819724367E-21     2.62652006648083E-12     3.53657978780032E-12     2.10907925059873E-16     8.81734742455109E-05     1.52367516368475E-04     2.54909226487296E+16     1.00000000000000E+03
     7.11517268555090E-01     2.71137086239066E-01     3.22286052552896E-12     3.37917705583113E-21     2.62664786990180E-12     3.53675195219987E-12     2.10918187594994E-16     8.81734755501915E-05     1.52367515063337E-04     2.57272646787854E+16     1.01000000000000E+03
     7.11482641157092E-01     2.71145743088453E-01     3.22301737143895E-12     3.37950598113685E-21     2.62677570012302E-12     3.53692409994484E-12     2.10928452282159E-16     8.81734760327235E-05     1.52367514580348E-04     2.59636067002991E+16     1.02000000000000E+03
     7.11448013759220E-01     2.71154399937424E-01     3.22317425688276E-12     3.37983498016433E-21     2.62690356256450E-12     3.53709621842891E-12     2.10938719556590E-16     8.81734753799615E-05     1.52367515232653E-04     2.61999487136503E+16     1.03000000000000E+03
     7.11413386361604E-01     2.71163056785864E-01     3.22333118851067E-12     3.38016405991710E-21     2.62703146264625E-12     3.53726829504574E-12     2.10948989853512E-16     8.81734732787605E-05     1.52367517333398E-04     2.64362907192185E+16     1.04000000000000E+03
     7.11378758964373E-01     2.71171713633658E-01     3.22348817297294E-12     3.38049322739866E-21     2.62715940578829E-12     3.53744031718902E-12     2.10959263608147E-16     8.81734694159751E-05     1.52367521195726E-04     2.66726327173833E+16     1.05000000000000E+03
     7.11344131565098E-01     2.71180370483257E-01     3.22364506776664E-12     3.38082233211824E-21     2.62728727584998E-12     3.53761255513393E-12     2.10969531494477E-16     8.81734704760962E-05     1.52367520135148E-04     2.69089747096168E+16     1.06000000000000E+03
     7.11309504165110E-01     2.71189027333340E-01     3.22380194965502E-12     3.38115145511325E-21     2.62741513539375E-12     3.53778486329907E-12     2.10979798536225E-16     8.81734728565755E-05     1.52367517754212E-04     2.71453166957850E+16     1.07000000000000E+03
     7.11274876764925E-01     2.71197684183403E-01     3.22395884787845E-12     3.38148062724059E-21     2.62754300825069E-12     3.53795718623410E-12     2.10990066647011E-16     8.81734751844363E-05     1.52367515425894E-04     2.73816586761021E+16     1.08000000000000E+03
     7.11240249364617E-01     2.71206341033389E-01     3.22411576579048E-12     3.38180985202269E-21     2.62767089715394E-12     3.53812951758524E-12     2.11000336046307E-16     8.81734773012027E-05     1.52367513308670E-04     2.76180006509719E+16     1.09000000000000E+03
     7.11205621964258E-01     2.71214997883240E-01     3.22427270674465E-12     3.38213913298194E-21     2.62779880483664E-12     3.53830185099873E-12     2.11010606953580E-16     8.81734790483988E-05     1.52367511561017E-04     2.78543426207981E+16     1.10000000000000E+03
